Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
190,Byron Buxton,32,MIN,AL,3.3,93,408,370,65,94,18,1,25,46,7,1,30,100,.254,.319,.511,.829,130,.359,127,189,4,6,0,2,2,8D/H,AS,buxtoby01
191,Nathaniel Lowe*,30,2TM,2LG,0.7,119,408,365,38,93,22,0,17,59,0,0,37,97,.255,.321,.455,.776,115,.344,118,166,3,1,0,5,1,3DH,,lowena01
191,Nathaniel Lowe*,30,CIN,NL,0.8,83,276,248,26,66,17,0,12,37,0,0,28,70,.266,.341,.480,.820,126,.362,130,119,2,0,0,0,1,D3H,,lowena01
191,Nathaniel Lowe*,30,CLE,AL,-0.1,36,132,117,12,27,5,0,5,22,0,0,9,27,.231,.280,.402,.682,92,.307,94,47,1,1,0,5,0,3/H,,lowena01
192,Carson Kelly,31,CHC,NL,2.0,114,405,362,56,95,15,0,10,57,0,1,39,66,.262,.341,.387,.727,101,.330,104,140,10,4,0,0,0,2H/D31,,kellyca02
193,Dylan Crews,24,WSN,NL,0.2,100,404,369,48,82,19,1,11,40,9,0,27,99,.222,.290,.369,.658,80,.298,77,136,6,8,0,0,0,987/HD,,crewsdy01
194,Nick Loftin,27,KCR,AL,1.3,112,404,350,41,81,25,2,7,42,3,1,40,70,.231,.318,.374,.692,96,.310,95,131,6,6,4,4,0,54H/9637D,,loftini01
195,Heliot Ramos,26,2TM,2LG,0.7,103,404,370,41,90,19,3,11,42,4,1,28,110,.243,.304,.400,.704,97,.312,95,148,10,5,0,1,2,79/HD,,ramoshe02
195,Heliot Ramos,26,SFG,NL,0.9,74,306,288,36,76,13,3,9,34,3,1,16,82,.264,.304,.424,.728,103,.319,102,122,4,1,0,1,1,7/9HD,,ramoshe02
195,Heliot Ramos,26,NYY,AL,-0.3,29,98,82,5,14,6,0,2,8,1,0,12,28,.171,.306,.317,.623,75,.288,74,26,6,4,0,0,1,79/H,,ramoshe02
196,Gleyber Torres,29,DET,AL,2.1,91,396,339,56,90,13,0,8,37,0,0,52,76,.265,.366,.375,.741,109,.338,112,127,6,3,0,2,3,4D/H,,torregl01
197,Zack Gelof,26,ATH,AL,2.9,101,393,356,68,88,15,2,18,46,14,3,29,99,.247,.313,.452,.765,108,.346,111,161,8,5,3,0,0,5478/H9D,,gelofza01
198,Corey Seager*,32,TEX,AL,2.9,92,393,342,55,80,15,0,18,46,1,0,44,91,.234,.326,.436,.761,120,.336,120,149,14,4,0,3,4,6/D,,seageco01
199,Francisco Alvarez,24,NYM,NL,0.4,106,392,347,33,79,12,0,15,37,0,0,38,121,.228,.310,.392,.702,97,.312,96,136,16,4,0,1,1,2D/H,,alvarfr01
200,Oneil Cruz*,27,PIT,NL,2.3,89,388,340,57,93,12,1,19,64,27,7,45,132,.274,.363,.482,.846,127,.381,131,164,5,3,0,0,3,8/DH,,cruzon01
201,Joey Ortiz,27,MIL,NL,2.3,127,386,345,45,93,14,3,9,46,9,5,32,73,.270,.327,.406,.733,102,.320,98,140,11,0,4,5,0,65H/34D,,ortizjo06
202,Samuel Basallo*,21,BAL,AL,1.7,108,385,348,40,79,10,1,18,53,0,0,31,102,.227,.296,.417,.713,101,.315,100,145,7,4,0,2,2,2DH3,,basalsa01
203,Jake Cronenworth*,32,SDP,NL,-0.5,99,385,342,38,74,11,0,5,30,7,2,35,88,.216,.298,.292,.591,68,.277,70,100,3,5,3,0,0,4/3DH56,,croneja01
204,Angel Martínez#,24,CLE,AL,0.9,106,385,359,44,89,21,2,15,53,11,3,12,86,.248,.285,.443,.728,104,.320,102,159,9,7,6,1,0,*79/H8,,martian02
205,Spencer Steer,28,CIN,NL,0.2,98,384,340,54,81,14,0,16,40,3,0,35,86,.238,.319,.421,.739,105,.327,103,143,10,6,0,2,0,3974/H58D,,steersp01
206,Adley Rutschman#,28,2TM,AL,2.1,91,379,334,42,78,22,1,12,57,0,1,38,61,.234,.311,.413,.725,104,.321,105,138,8,2,0,5,0,2D/H,AS,rutscad01
206,Adley Rutschman#,28,BAL,AL,2.0,67,284,247,30,62,19,1,8,47,0,1,30,40,.251,.331,.433,.764,116,.335,115,107,6,2,0,5,0,2D/H,,rutscad01
206,Adley Rutschman#,28,BOS,AL,0.1,24,95,87,12,16,3,0,4,10,0,0,8,21,.184,.253,.356,.609,71,.278,73,31,2,0,0,0,0,2/HD,,rutscad01
207,Mike Yastrzemski*,35,ATL,NL,0.7,130,378,334,47,76,18,1,10,36,1,0,38,90,.228,.312,.377,.689,89,.311,89,126,5,4,0,2,0,*79H/D8,,yastrmi01
208,Drew Gilbert*,25,SFG,NL,1.4,125,375,326,50,76,14,3,10,40,2,4,36,68,.233,.322,.387,.708,100,.317,104,126,10,8,2,3,2,*87H/9,,gilbedr01
209,Lane Thomas,30,2TM,2LG,0.5,118,374,326,37,73,19,0,11,40,9,3,44,93,.224,.318,.383,.702,98,.319,100,125,4,2,0,2,0,*8H79/D,,thomala02
209,Lane Thomas,30,KCR,AL,0.4,97,328,285,31,66,16,0,10,37,7,3,39,78,.232,.326,.393,.719,103,.323,104,112,4,2,0,2,0,89H7/D,,thomala02
209,Lane Thomas,30,ATL,NL,0.1,21,46,41,6,7,3,0,1,3,2,0,5,15,.171,.261,.317,.578,59,.291,68,13,0,0,0,0,0,7H/D9,,thomala02
210,Richie Palacios*,29,TBR,AL,1.9,116,373,323,50,75,12,2,10,50,14,6,42,64,.232,.326,.375,.701,96,.317,97,121,6,4,2,2,0,*4H/D579,,palacri01
211,Colton Cowser*,26,BAL,AL,2.2,136,371,323,39,70,8,0,13,39,10,4,43,115,.217,.308,.362,.670,91,.302,90,117,2,1,1,3,0,*8H97/D,,cowseco01
212,Austin Wells*,26,NYY,AL,0.8,116,366,319,35,57,7,0,12,30,3,0,41,99,.179,.277,.313,.590,65,.268,60,100,11,3,1,2,2,*2H,,wellsau01
213,Paul Goldschmidt,38,NYY,AL,1.4,101,365,332,42,84,12,1,18,50,1,0,28,85,.253,.315,.458,.773,113,.336,109,152,6,3,0,2,2,3HD,,goldspa01
214,David Hamilton*,28,MIL,NL,1.5,113,364,319,46,77,11,3,4,25,28,6,31,80,.241,.311,.332,.643,79,.300,75,106,1,1,12,0,0,564H,,hamilda03
215,Sal Frelick*,26,MIL,NL,-0.6,104,363,322,36,74,17,0,4,37,6,3,28,38,.230,.293,.320,.613,70,.280,68,103,4,2,2,3,1,9H/D78,,frelisa01
216,Jonah Heim#,31,2TM,2LG,-1.0,97,363,333,32,69,17,0,13,42,0,0,25,68,.207,.264,.375,.640,74,.290,75,125,10,2,0,3,0,2DH/35,,heimjo01
216,Jonah Heim#,31,ATL,NL,-0.2,12,45,39,4,9,4,0,1,8,0,0,5,5,.231,.311,.410,.721,97,.314,92,16,1,0,0,1,0,2,,heimjo01
216,Jonah Heim#,31,ATH,AL,-0.8,85,318,294,28,60,13,0,12,34,0,0,20,63,.204,.258,.371,.629,71,.287,72,109,9,2,0,2,0,2DH/35,,heimjo01
217,Victor Caratini#,32,MIN,AL,0.2,101,362,308,27,68,9,0,7,42,0,0,34,72,.221,.315,.318,.633,80,.292,81,98,7,12,0,8,1,23H/D,,caratvi01
218,Carlos Cortes*,29,ATH,AL,-1.1,116,362,325,28,82,15,1,9,40,2,1,30,59,.252,.320,.388,.708,94,.313,91,126,14,4,0,3,0,97DH/1,,corteca01
219,Jorge Soler,34,LAA,AL,-0.3,86,361,316,36,64,16,1,12,49,0,0,35,118,.203,.291,.373,.664,90,.303,93,118,10,6,0,4,0,D/9H,,solerjo01
220,Kyle Manzardo*,25,CLE,AL,0.6,102,356,312,40,67,10,1,13,39,0,0,36,114,.215,.306,.378,.684,94,.308,95,118,5,6,0,2,0,3HD,,manzaky01
221,Oswald Peraza,26,LAA,AL,1.3,117,356,327,33,73,12,2,7,24,12,2,17,106,.223,.282,.336,.618,77,.293,83,110,8,10,1,1,0,45H6/D3,,perazos02
222,Jackson Holliday*,22,BAL,AL,0.2,98,354,315,45,72,12,1,7,30,8,3,34,84,.229,.300,.340,.640,82,.285,77,107,6,0,1,4,2,4H/6D5,,hollija01
223,Luis Rengifo#,29,2TM,NL,0.6,95,354,312,38,75,12,0,4,36,6,4,34,49,.240,.319,.317,.636,79,.288,77,99,4,3,3,2,1,57H/D43,,rengilu01
223,Luis Rengifo#,29,MIL,NL,-0.3,57,209,185,19,38,9,0,0,19,3,2,19,24,.205,.280,.254,.534,50,.247,46,47,2,1,2,2,1,5H/34D,,rengilu01
223,Luis Rengifo#,29,SDP,NL,0.9,38,145,127,19,37,3,0,4,17,3,2,15,25,.291,.375,.409,.784,121,.347,123,52,2,2,1,0,0,7/D45H,,rengilu01
224,Matt Chapman,33,SFG,NL,2.7,84,352,307,35,72,18,1,7,42,0,2,37,81,.235,.324,.368,.692,96,.311,98,113,6,5,0,3,1,5/D,,chapmma01
225,Austin Martin,27,MIN,AL,0.9,114,350,295,42,69,17,0,3,23,12,7,44,64,.234,.346,.322,.668,91,.315,99,95,6,8,0,3,0,*79H/8,,martiau01
226,Connor Norby,26,2TM,NL,0.6,96,350,302,34,71,22,0,7,30,8,3,37,101,.235,.337,.377,.715,97,.330,103,114,6,10,0,1,0,345D/H,,norbyco01
226,Connor Norby,26,MIA,NL,-0.1,65,233,200,17,41,12,0,4,16,6,3,24,70,.205,.313,.325,.638,81,.295,85,65,5,8,0,1,0,35D/H,,norbyco01
226,Connor Norby,26,COL,NL,0.7,31,117,102,17,30,10,0,3,14,2,0,13,31,.294,.385,.480,.865,125,.400,139,49,1,2,0,0,0,4/53H,,norbyco01
227,José Fermín,27,STL,NL,0.3,111,349,307,31,74,16,0,6,40,8,0,29,46,.241,.304,.352,.656,88,.307,93,108,9,2,2,7,0,7H584/69D3,,fermijo01
228,Jared Triolo,28,PIT,NL,0.9,115,349,311,32,75,12,0,3,29,13,1,28,68,.241,.313,.309,.622,70,.301,73,96,8,5,2,1,0,65H/398D,,triolja01
229,Ryan McMahon*,31,NYY,AL,0.0,118,346,315,31,66,13,0,10,34,3,2,27,101,.210,.275,.346,.621,72,.279,70,109,7,2,1,1,0,*5/H6,,mcmahry01
230,Ryan Jeffers,29,MIN,AL,2.8,85,343,294,48,76,18,2,14,54,1,0,44,60,.259,.360,.476,.836,134,.372,138,140,5,3,0,1,1,2/HD,,jeffery01
231,Jorbit Vivas*,25,WSN,NL,1.0,114,340,290,30,70,15,1,3,30,2,1,38,50,.241,.333,.331,.664,85,.309,89,96,3,4,3,4,0,45H/1D,,vivasjo01
232,Jared Young*,30,NYM,NL,1.8,102,340,306,46,82,17,3,9,39,3,1,25,63,.268,.332,.431,.764,113,.341,116,132,4,6,0,3,0,3HD/79,,youngja02
233,Jacob Wilson,24,ATH,AL,0.4,80,337,320,37,85,16,1,7,37,4,0,12,39,.266,.298,.388,.685,87,.319,93,124,7,3,1,1,0,6/D,,wilsoja05
234,Keibert Ruiz#,27,WSN,NL,2.3,98,335,313,44,90,24,0,10,47,2,1,16,36,.288,.325,.460,.785,114,.343,113,144,7,3,0,3,1,2/H,,ruizke01
235,Braden Montgomery#,23,CHW,AL,-0.1,83,332,290,41,61,13,3,6,37,1,3,38,67,.210,.307,.338,.645,81,.291,82,98,4,3,0,1,0,9/H8D,,montgbr01
236,Cole Carrigg#,24,COL,NL,0.9,83,331,293,45,78,21,4,10,45,9,4,28,78,.266,.334,.468,.802,107,.345,103,137,5,4,2,4,2,86/H9,,carrico01
237,Dylan Beavers*,24,BAL,AL,-0.3,97,330,295,36,70,20,0,7,39,5,5,31,87,.237,.313,.376,.689,96,.302,94,111,3,2,1,1,1,79HD/8,,beavedy01
238,Owen Caissie*,23,MIA,NL,-0.2,108,330,291,45,64,14,0,14,58,5,1,27,123,.220,.288,.412,.700,95,.313,96,120,3,4,0,8,0,9DH,,caissow01
239,Jonny DeLuca,27,TBR,AL,1.8,101,329,312,39,83,21,0,9,44,15,6,14,65,.266,.298,.420,.717,99,.321,99,131,10,0,3,0,0,98H/7D,,delucjo01
240,Andruw Monasterio,29,BOS,AL,0.8,101,329,297,35,71,23,1,6,40,4,4,24,64,.239,.299,.384,.683,92,.302,92,114,6,3,1,4,0,64HD/351,,monasan01
241,Curtis Mead,25,2TM,2LG,2.1,88,329,285,49,72,17,1,17,48,6,2,39,63,.253,.353,.498,.851,132,.374,135,142,7,5,0,0,0,53H/4D,,meadcu01
241,Curtis Mead,25,WSN,NL,1.9,87,327,284,49,72,17,1,17,48,6,2,39,62,.254,.352,.500,.852,132,.375,135,142,7,4,0,0,0,53H/4D,,meadcu01
241,Curtis Mead,25,BOS,AL,0.1,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.500,.000,.500,59,.364,135,0,0,1,0,0,0,/4,,meadcu01
242,Brady House,23,WSN,NL,0.4,87,328,297,39,71,16,0,10,44,3,0,25,85,.239,.302,.394,.696,90,.315,92,117,5,3,0,3,0,5HD/3,,housebr01
243,Patrick Bailey#,27,2TM,2LG,0.7,105,324,290,27,60,8,1,8,34,3,0,27,81,.207,.274,.324,.598,70,.275,70,94,6,1,3,3,0,2/H,,bailepa01
243,Patrick Bailey#,27,SFG,NL,-0.5,30,89,82,5,12,0,0,1,5,2,0,7,22,.146,.213,.183,.396,14,.192,7,15,3,0,0,0,0,2,,bailepa01
243,Patrick Bailey#,27,CLE,AL,1.2,75,235,208,22,48,8,1,7,29,1,0,20,59,.231,.297,.380,.677,92,.308,94,79,3,1,3,3,0,2/H,,bailepa01
244,Hao-Yu Lee,23,DET,AL,0.5,105,321,291,36,74,15,2,9,42,2,2,26,78,.254,.313,.412,.725,101,.316,98,120,4,0,1,3,1,45H/D6,,leeha02
245,Andrew Vaughn,28,MIL,NL,1.8,101,321,279,33,88,18,2,6,43,0,0,34,51,.315,.399,.459,.858,137,.382,142,128,8,6,0,2,1,3H5/D1,,vaughan01
246,Yainer Diaz,27,HOU,AL,1.3,88,320,303,34,84,13,0,12,38,0,2,12,51,.277,.309,.439,.748,111,.330,113,133,7,3,0,2,0,2/DH3,,diazya02
247,Rhys Hoskins,33,CLE,AL,-0.7,95,317,263,33,47,13,0,13,38,1,0,47,100,.179,.306,.376,.682,94,.309,95,99,4,3,0,4,0,3DH/7,,hoskirh01
248,Moisés Ballesteros*,22,2TM,2LG,-0.2,95,317,285,24,65,10,0,9,34,1,1,27,72,.228,.293,.358,.651,82,.288,79,102,4,1,0,4,0,D2H/3,,ballemo01
248,Moisés Ballesteros*,22,CHC,NL,0.1,59,175,156,16,36,6,0,6,23,1,0,17,36,.231,.303,.385,.687,88,.304,84,60,1,0,0,2,0,DH/2,,ballemo01
248,Moisés Ballesteros*,22,LAA,AL,-0.3,36,142,129,8,29,4,0,3,11,0,1,10,36,.225,.282,.326,.607,74,.268,71,42,3,1,0,2,0,D2/3H,,ballemo01
249,Dane Myers,30,CIN,NL,0.9,112,316,275,38,73,11,0,7,26,10,0,36,76,.265,.354,.382,.736,106,.343,111,105,4,3,0,2,0,8H/D,,myersda01
250,Josh Lowe*,28,LAA,AL,0.1,105,315,284,28,60,8,0,12,29,9,1,25,92,.211,.278,.366,.644,84,.291,81,104,0,2,2,2,1,798H,,lowejo01
251,Tim Tawa,27,ARI,NL,-0.1,95,315,281,36,68,12,1,10,38,8,4,25,76,.242,.301,.399,.700,93,.314,94,112,7,0,6,3,0,378H5/D49,,tawati01
252,Maikel Garcia,26,KCR,AL,2.0,74,313,286,34,76,18,3,3,32,5,4,25,48,.266,.323,.381,.704,99,.307,95,109,9,0,0,2,0,5/6HD,,garcima01
253,Joe Mack*,23,MIA,NL,1.3,99,313,287,38,67,9,0,13,47,0,0,18,81,.233,.282,.401,.682,90,.296,85,115,6,2,4,2,0,2/H,,mackjo02
254,Myles Straw,31,TOR,AL,0.7,138,307,273,43,64,18,1,3,25,7,2,26,40,.234,.300,.341,.641,77,.299,79,93,4,1,4,3,0,*7H89/1D,,strawmy01
255,Nick Fortes,29,TBR,AL,0.7,101,304,280,32,74,16,0,5,34,0,0,11,38,.264,.310,.375,.685,91,.300,85,105,6,8,4,1,0,2H/D,,forteni01
256,Jesús Sánchez*,28,2TM,2LG,-1.0,101,304,274,24,71,18,0,8,35,1,2,17,72,.259,.316,.412,.728,99,.314,93,113,7,8,0,5,1,79HD,,sanchje02
256,Jesús Sánchez*,28,TOR,AL,-1.0,99,299,269,24,70,18,0,8,35,1,2,17,70,.260,.318,.416,.734,101,.317,95,112,7,8,0,5,1,79HD,,sanchje02
256,Jesús Sánchez*,28,ARI,NL,-0.1,2,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,12,.181,0,1,0,0,0,0,0,/D,,sanchje02
257,Lars Nootbaar*,28,2TM,NL,0.6,82,301,256,31,61,13,1,7,31,2,1,42,60,.238,.343,.379,.722,105,.321,105,97,6,0,1,2,3,7DH/98,,nootbla01
257,Lars Nootbaar*,28,STL,NL,0.3,48,183,158,22,37,8,1,3,16,1,1,24,40,.234,.333,.354,.688,98,.310,100,56,4,0,0,1,1,7/98HD,,nootbla01
257,Lars Nootbaar*,28,ARI,NL,0.2,34,118,98,9,24,5,0,4,15,1,0,18,20,.245,.359,.418,.777,116,.339,111,41,2,0,1,1,2,D7/H9,,nootbla01
258,Kyle Isbel*,29,KCR,AL,-0.2,91,298,271,30,60,9,1,6,24,6,0,15,66,.221,.268,.328,.596,69,.275,67,89,8,3,7,2,0,8/H,,isbelky01
259,Masataka Yoshida*,32,BOS,AL,0.7,87,297,263,34,72,16,1,5,28,2,0,28,33,.274,.347,.399,.746,112,.336,113,105,1,3,0,3,1,DH/7,,yoshima02
260,Tommy Edman#,31,LAD,NL,1.6,75,295,260,40,65,11,2,6,35,6,2,20,60,.250,.334,.377,.711,96,.342,112,98,4,13,2,0,0,487/5H6D,,edmanto01
261,Konnor Griffin,20,PIT,NL,1.5,70,295,271,40,71,12,3,5,27,22,2,18,76,.262,.315,.384,.699,89,.322,84,104,4,4,0,2,0,6/DH,,griffko01
262,Wade Meckler*,26,LAA,AL,2.2,88,294,260,39,76,14,0,3,26,8,0,30,57,.292,.370,.381,.751,117,.347,120,99,2,2,2,0,0,79H/D,,mecklwa01
263,Dominic Smith*,31,ATL,NL,-0.1,105,293,263,39,67,6,1,8,44,0,0,22,46,.255,.312,.376,.688,89,.312,90,99,6,2,1,5,1,DH/37,,smithdo02
264,Griffin Conine*,28,MIA,NL,1.8,85,291,253,41,65,8,0,16,38,4,0,33,88,.257,.354,.478,.832,133,.370,136,121,2,5,0,0,0,93DH7,,coningr01
265,Nolan Gorman*,26,STL,NL,-0.1,81,291,258,26,48,6,0,9,33,0,1,30,93,.186,.268,.314,.582,67,.258,63,81,1,0,0,3,2,5DH/3,,gormano01
266,Matt Vierling,29,DET,AL,-1.0,92,291,266,24,55,13,3,5,31,4,2,19,49,.207,.255,.335,.590,64,.262,58,89,5,0,1,5,0,89H7/5D,,vierlma01
267,Blaze Alexander,27,BAL,AL,1.9,93,289,261,35,79,13,2,4,31,10,3,19,63,.303,.358,.414,.772,120,.347,121,108,5,4,2,1,1,546/789H,,alexabl01
268,Tyler Freeman,27,COL,NL,-2.0,79,288,255,29,63,6,1,3,23,6,4,11,34,.247,.317,.314,.630,66,.292,66,80,15,15,7,0,0,94HD/8,,freemty01
269,Alejandro Kirk,27,TOR,AL,1.7,72,287,254,23,71,7,0,10,41,1,0,30,35,.280,.352,.425,.777,113,.340,109,108,8,0,0,3,5,2/HD,,kirkal01
270,Luke Raley*,31,SEA,AL,0.1,95,287,262,28,59,9,1,15,39,1,2,15,93,.225,.284,.439,.723,106,.316,107,115,1,7,2,1,1,9H/8D7,,raleylu01
271,Esmerlyn Valdéz,22,PIT,NL,0.9,72,287,241,40,56,14,1,17,47,0,1,42,108,.232,.345,.510,.855,128,.369,129,123,6,1,0,3,0,9/7H3,,valdees01
272,Michael Conforto*,33,CHC,NL,0.7,106,286,244,31,58,15,0,14,43,1,0,34,77,.238,.336,.471,.807,120,.352,119,115,6,4,0,4,3,DH97,,confomi01
273,Aaron Judge,34,NYY,AL,1.9,66,285,237,45,57,10,0,18,41,5,3,43,85,.241,.360,.511,.871,140,.378,141,121,9,2,0,1,5,9/D,AS,judgeaa01
274,José Tena*,25,WSN,NL,-0.5,111,284,253,35,56,12,2,7,23,5,2,27,89,.221,.303,.368,.670,84,.299,81,93,7,3,0,1,0,DH47/9516,,tenajo01
275,Henry Davis,26,PIT,NL,0.3,92,283,244,30,40,5,0,9,35,3,1,26,58,.164,.264,.295,.559,52,.262,50,72,6,8,3,2,0,2/HD,,davishe01
276,Max Muncy,23,ATH,AL,-1.1,81,283,255,31,59,9,2,9,30,3,2,21,90,.231,.297,.388,.685,87,.301,83,99,6,4,0,3,0,5D/H76,,muncyma02
277,Daniel Schneemann*,29,CLE,AL,1.0,90,282,258,29,53,11,0,6,29,6,2,24,84,.205,.273,.318,.591,68,.270,67,82,5,0,0,0,0,85H4/697,,schneda04
278,Ryan Waldschmidt,23,ARI,NL,0.7,80,282,248,30,63,15,1,3,22,7,2,22,84,.254,.324,.359,.683,90,.310,90,89,5,5,3,3,0,87/HD,,waldsry01
279,Marcell Ozuna,35,PIT,NL,-1.1,70,280,251,22,51,7,0,8,29,0,0,27,80,.203,.286,.327,.612,66,.281,65,82,5,2,0,0,1,D/H,,ozunama01
280,Edouard Julien*,27,COL,NL,-1.0,88,276,236,37,49,9,1,3,20,5,3,39,71,.208,.322,.292,.615,63,.292,66,69,6,1,0,0,0,4H3/D,,julieed01
281,Logan O'Hoppe,26,2TM,AL,-1.0,85,274,251,25,55,9,0,4,24,0,0,17,67,.219,.275,.303,.578,66,.260,63,76,6,3,1,2,0,2/DH,,ohopplo01
281,Logan O'Hoppe,26,LAA,AL,-1.0,75,256,234,20,49,8,0,4,23,0,0,17,63,.209,.271,.295,.565,63,.255,60,69,6,3,1,1,0,2/H,,ohopplo01
281,Logan O'Hoppe,26,TEX,AL,0.0,10,18,17,5,6,1,0,0,1,0,0,0,4,.353,.333,.412,.745,116,.321,110,7,0,0,0,1,0,/DH2,,ohopplo01
282,Carlos Narváez,27,2TM,AL,-0.9,91,274,238,21,39,7,0,3,10,2,0,18,90,.164,.243,.231,.475,36,.233,38,55,7,8,7,3,0,2/H4D,,narvaca01
282,Carlos Narváez,27,BOS,AL,-0.3,62,197,171,17,32,6,0,3,10,1,0,14,66,.187,.260,.275,.535,52,.254,54,47,6,4,5,3,0,2/DH,,narvaca01
282,Carlos Narváez,27,BAL,AL,-0.6,29,77,67,4,7,1,0,0,0,1,0,4,24,.104,.200,.119,.319,-6,.178,-2,8,1,4,2,0,0,2/4H,,narvaca01
283,Mark Vientos,26,NYM,NL,-1.0,80,271,252,28,54,9,0,13,39,0,0,14,65,.214,.262,.405,.667,85,.287,78,102,12,3,0,2,0,3HD/5,,vientma01
284,Ben Williamson,25,TBR,AL,1.1,83,270,247,31,61,10,1,3,26,8,1,20,51,.247,.309,.332,.641,80,.293,76,82,6,2,1,0,0,46H/51D,,willibe03
285,TJ Friedl*,30,CIN,NL,-0.9,89,269,236,20,39,6,1,4,13,5,1,22,62,.165,.250,.250,.500,41,.233,34,59,3,5,5,1,0,87/H,,friedtj01
286,Denzer Guzmán,22,LAA,AL,-0.1,77,265,248,28,57,9,0,7,28,2,1,13,70,.230,.271,.351,.622,77,.276,74,87,3,1,2,0,0,5/H6,,guzmade01
287,Taylor Trammell*,28,HOU,AL,-0.6,91,265,235,27,48,10,2,7,21,4,3,25,81,.204,.292,.353,.645,83,.283,79,83,3,4,1,0,1,78H9/D,,trammta01
288,Luis Torrens,30,NYM,NL,2.2,86,264,240,35,58,14,0,9,40,1,0,17,54,.242,.303,.413,.715,99,.313,96,99,3,4,3,0,0,2/H13D,,torrelu01
289,Jeremiah Jackson,26,BAL,AL,0.2,94,263,249,28,57,11,0,9,43,2,1,8,59,.229,.256,.382,.637,79,.283,77,95,11,2,1,3,1,4H/7D59,,jacksje02
290,Alex Freeland#,24,LAD,NL,1.1,87,262,226,30,53,9,0,4,21,4,0,30,74,.235,.324,.327,.652,81,.300,80,74,8,1,3,2,0,4H/65,,freelal01
291,Spencer Jones*,25,NYY,AL,1.0,79,261,234,32,59,12,1,10,37,9,3,24,94,.252,.323,.440,.763,111,.343,113,103,0,1,0,1,1,897H/D,,jonessp01
292,Tyler O'Neill,31,BAL,AL,0.5,85,260,231,31,49,8,0,10,23,1,0,27,72,.212,.300,.377,.677,92,.306,93,87,5,2,0,0,0,9HD,,oneilty01
293,Brandon Valenzuela#,25,TOR,AL,1.1,86,260,230,28,50,9,0,8,21,2,0,27,68,.217,.301,.361,.662,82,.301,81,83,4,1,1,1,0,2/H3D,,valenbr01
294,Christian Vázquez,35,HOU,AL,0.5,84,260,236,22,49,7,0,7,25,1,0,18,52,.208,.263,.326,.589,67,.265,63,77,3,0,5,1,1,2/HD,,vazquch01
295,Kerry Carpenter*,28,DET,AL,-0.6,81,259,231,27,48,5,2,13,36,0,0,18,75,.208,.276,.416,.692,91,.304,88,96,2,5,0,3,0,9DH/7,,carpeke01
296,Adolis García,33,PHI,NL,-0.9,67,259,231,21,45,8,1,7,21,3,0,21,84,.195,.270,.329,.599,60,.272,54,76,2,4,0,3,0,9/H8,,garciad02
297,Gary Sánchez,33,MIL,NL,0.5,81,258,209,34,43,10,1,11,35,0,0,45,54,.206,.353,.421,.774,114,.342,113,88,8,3,0,1,1,2DH/31,,sanchga02
298,Freddy Fermin,31,SDP,NL,1.1,92,255,223,22,44,13,0,4,20,1,1,20,54,.197,.269,.309,.578,63,.268,64,69,4,3,4,3,0,2/HD,,fermifr01
299,Miguel Andujar,31,SDP,NL,-0.2,74,254,239,24,62,20,2,5,22,2,2,11,38,.259,.303,.423,.726,102,.312,98,101,12,4,0,0,2,DH/53,,andujmi01
300,Ryan Kreidler,28,MIN,AL,0.4,98,251,230,29,50,9,3,7,27,4,4,18,57,.217,.280,.374,.654,83,.285,80,86,6,2,1,0,0,6H84/57,,kreidry01
301,Dalton Rushing*,25,LAD,NL,1.4,78,250,221,37,55,12,0,12,36,0,0,23,73,.249,.332,.466,.798,117,.350,118,103,2,5,0,1,0,2H/3D,,rushida01
302,Randal Grichuk,34,2TM,AL,0.9,108,250,238,35,69,23,2,13,39,0,0,9,59,.290,.316,.567,.883,141,.373,137,135,4,1,0,2,1,HD79,,grichra01
302,Randal Grichuk,34,NYY,AL,-0.4,16,33,31,8,6,4,0,0,2,0,0,1,10,.194,.212,.323,.535,47,.228,34,10,0,0,0,1,0,7/DH9,,grichra01
302,Randal Grichuk,34,CHW,AL,1.3,92,217,207,27,63,19,2,13,37,0,0,8,49,.304,.332,.604,.936,155,.395,153,125,4,1,0,1,1,HD79,,grichra01
303,Will Smith,31,LAD,NL,1.0,66,249,212,30,51,9,0,7,30,0,0,30,41,.241,.337,.382,.719,98,.319,96,81,5,3,0,4,0,2H/D,,smithwi05
304,Ryan Vilade,27,TBR,AL,0.9,87,246,219,25,57,8,2,11,40,3,1,22,57,.260,.327,.466,.792,119,.348,119,102,4,1,1,3,1,9H374/D5,,viladry01
305,Nicky Lopez*,31,2TM,2LG,0.0,90,245,218,22,59,4,1,1,24,5,3,10,40,.271,.312,.312,.624,83,.280,81,68,5,4,11,2,0,46H/7519,,lopezni01
305,Nicky Lopez*,31,CHC,NL,-0.1,4,5,5,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-131,0,0,0,0,0,0,/5H4,,lopezni01
